,candidate,tweet,date
108,Marsha Blackburn,UN-FREAKING-BELIEVABLE: Protesters heckle Marsha Blackburn during moment of silence for Tree of Life victims – https://t.co/yv21pAqPjt - https://t.co/oHJOBBcSP1,2018-10-28 23:58:35
109,Marsha Blackburn,UN-FREAKING-BELIEVABLE: Protesters heckle Marsha Blackburn during moment of silence for Tree of Life victims -- Corrected https://t.co/bEqoPR4UdS,2018-10-28 23:58:19
110,Phil Bredesen,@elynnhardi1 @BearmanShannon @LauraGreenImp @Sedibus_MCML Phil bredesen was a great mayor and an excellent governor for the state of Tennessee. He has ethics and integrity which is hard to find these days in any politician. You won't find these qualities in Marsha Blackburn. She's definitely got Trump in her,2018-10-28 23:59:28
111,Phil Bredesen,@elynnhardi1 @BearmanShannon @LauraGreenImp @Sedibus_MCML Phil bredesen was a great mayor and an excellent governor for the state of Tennessee. He has ethics and integrity which is hard to find these days in any politician. You won't find these qualities in Marsha Blackburn. She's definitely got Trump in her,2018-10-28 23:58:45
112,Phil Bredesen,“He [Phil Bredesen] was for Kavanaugh after the votes were in. Marsha was for Kavanaugh the day he was nominated.” - @LindseyGrahamSC https://t.co/xB0JipWBsz,2018-10-28 23:58:33
113,Phil Bredesen,"SPREAD THE WORD:

Tennessee:  Vote for Phil Bredesen! 

Tennessee:  Vote for Phil Bredesen! 

Tennessee:  Vote for Phil Bredesen! 

Tennessee:  Vote for Phil Bredesen! 

Tennessee:  Vote for Phil Bredesen! 

@PhilBredesen 

#BlueWave #VoteBlue 🌊 https://t.co/rxmuGap2nT",2018-10-28 23:57:40
114,Phil Bredesen,"SPREAD THE WORD!

Tennessee:  Vote for Phil Bredesen! 

Tennessee:  Vote for Phil Bredesen! 

Tennessee:  Vote for Phil Bredesen! 

Tennessee:  Vote for Phil Bredesen! 

Tennessee:  Vote for Phil Bredesen! 

@PhilBredesen 

#BlueWave #VoteBlue 🌊 https://t.co/nZbOHgTDXQ",2018-10-28 23:57:38
115,Phil Bredesen,"SPREAD THE WORD.

Tennessee:  Vote for Phil Bredesen! 

Tennessee:  Vote for Phil Bredesen! 

Tennessee:  Vote for Phil Bredesen! 

Tennessee:  Vote for Phil Bredesen! 

Tennessee:  Vote for Phil Bredesen! 

@PhilBredesen 

#BlueWave #VoteBlue 🌊 https://t.co/q6qyQbcjGO",2018-10-28 23:56:43
116,Phil Bredesen,“He [Phil Bredesen] was for Kavanaugh after the votes were in. Marsha was for Kavanaugh the day he was nominated.” - @LindseyGrahamSC https://t.co/xB0JipWBsz,2018-10-28 23:55:38
117,Phil Bredesen,My opponent laughs at clear threats to our border security. A vote for Phil Bredesen is a vote for open borders. https://t.co/NfPVp5iUPO,2018-10-28 23:55:13
118,Phil Bredesen,“He [Phil Bredesen] was for Kavanaugh after the votes were in. Marsha was for Kavanaugh the day he was nominated.” - @LindseyGrahamSC https://t.co/xB0JipWBsz,2018-10-28 23:54:46
119,Phil Bredesen,“He [Phil Bredesen] was for Kavanaugh after the votes were in. Marsha was for Kavanaugh the day he was nominated.” - @LindseyGrahamSC https://t.co/xB0JipWBsz,2018-10-28 23:53:48
120,Mike Braun,"In Joe Donnelly's America, our enemies are appeased, good people are smeared, and Hollywood values are celebrated. That's not the America we see. Vote Mike Braun on November 6th! #INSen #INPol #DitchDonnelly",2018-10-28 23:57:08
121,Mike Braun,"mike braun our man indiana,",2018-10-28 23:55:56
122,Mike Braun,"CBS/YouGov Senate polls

FLORIDA
Bill Nelson (D) 46%
Rick Scott (R) 46%

INDIANA
Mike Braun (R) 46%
Joe Donnelly (D) 43%

ARIZONA
Kyrsten Sinema (D) 47%
Martha McSally (R) 44%

https://t.co/PJl6sJEiF0",2018-10-28 23:52:31
123,Mike Braun,I am one more Joe Donnelly vs Mike Braun commercial away from throwing my tv out the window,2018-10-28 23:52:31
124,Mike Braun,I am one more Joe Donnelly vs Mike Braun commercial away from throwing my tv out the window,2018-10-28 23:50:58
125,Mike Braun,"In Joe Donnelly's America, our enemies are appeased, good people are smeared, and Hollywood values are celebrated. That's not the America we see. Vote Mike Braun on November 6th! #INSen #INPol #DitchDonnelly",2018-10-28 23:43:57
126,Mike Braun,"Mike #MakeMeYawnBraun is incapable of reaching across the aisle because Trump won’t allow it.  Braun clearly takes his marching orders from Trump - not Hoosiers. Thanks Joe for having the backs of your constituents. https://t.co/ndgGeqW4cl
@JoeforIndiana @braun4indiana Braun has the most sickening campaign and it is all about party and Trump. Not a single mention of “bipartisan”.  Am with you Joe.  Am a donor and a volunteer.   Proud to have you as our Senator",2018-10-28 23:43:40
127,Mike Braun,".Vote for the following candidates in November:
Missouri: Josh Hawley (R)
Montana: Matt Rosendale (R)
Tennessee: Marsha Blackburn (R)
Indiana: Mike Braun (R)
North Dakota: Kevin Cramer (R)

We need to turn these seats RED!

@GOP will #MAGA https://t.co/KCsvD2ZKvT",2018-10-28 23:41:41
128,Mike Braun,"Vote for the following candidates in November:
Missouri: Josh Hawley (R)
Montana: Matt Rosendale (R)
Tennessee: Marsha Blackburn (R)
Indiana: Mike Braun (R)
North Dakota: Kevin Cramer (R)
We need to turn these seats RED!
@GOP will #MAGA",2018-10-28 23:41:35
129,Mike Braun,"@BigLiciousT I usually take a knee during each political commercial. Luckily my Toughskins jeans have knee patches or they'd be worn thin.  If I see one more Mike Braun commercial, I swear I'm going to punch the next horse I see in town.",2018-10-28 23:40:34
130,Joe Donnelly,"""America needs more senators like Joe Donnelly. Indiana needs to re-elect him.""

Thank you, @JGfortwayne! Please, make your plan to vote early this week at https://t.co/gSIBXN80oO and let's win this. https://t.co/hSMIkdhnR3",2018-10-28 23:59:06
131,Joe Donnelly,"In Joe Donnelly's America, our enemies are appeased, good people are smeared, and Hollywood values are celebrated. That's not the America we see. Vote Mike Braun on November 6th! #INSen #INPol #DitchDonnelly",2018-10-28 23:57:08
132,Joe Donnelly,"I just saw a Joe Donnelly ad that involved people in a brawl at a diner.

Look, bro, you do realize your party has basically provoked all these things, right?",2018-10-28 23:54:18
133,Joe Donnelly,"CBS/YouGov Senate polls

FLORIDA
Bill Nelson (D) 46%
Rick Scott (R) 46%

INDIANA
Mike Braun (R) 46%
Joe Donnelly (D) 43%

ARIZONA
Kyrsten Sinema (D) 47%
Martha McSally (R) 44%

https://t.co/PJl6sJEiF0",2018-10-28 23:52:31
134,Joe Donnelly,I am one more Joe Donnelly vs Mike Braun commercial away from throwing my tv out the window,2018-10-28 23:52:31
135,Joe Donnelly,"@JaySekulow In CASE YOU MISSED IT
An amendment that could have de-funded Planned Parenthood
However
These Senators voted against the amendment 
Senator Donnelly (D-IND)
Sen. Joe Manchin (D-WV)
Sen. Bob Casey (D-PA)
Sen’s Collins (R-ME)
Murkowski (R-AK).",2018-10-28 23:52:24
136,Joe Donnelly,I am one more Joe Donnelly vs Mike Braun commercial away from throwing my tv out the window,2018-10-28 23:50:58
137,Joe Donnelly,"#ICYMI: President Trump signed the bipartisan America’s Water Infrastructure Act into law this week, which contained several of Joe’s provisions focused on Hoosier priorities. https://t.co/p8H1BKRMlW https://t.co/aLzO30SqW5",2018-10-28 23:49:34
138,Joe Donnelly,"""America needs more senators like Joe Donnelly. Indiana needs to re-elect him.""

Thank you, @JGfortwayne! Please, make your plan to vote early this week at https://t.co/gSIBXN80oO and let's win this. https://t.co/hSMIkdhnR3",2018-10-28 23:45:38
139,Joe Donnelly,"In Joe Donnelly's America, our enemies are appeased, good people are smeared, and Hollywood values are celebrated. That's not the America we see. Vote Mike Braun on November 6th! #INSen #INPol #DitchDonnelly",2018-10-28 23:43:57
140,Joe Manchin,"West Virginia, this is Joe Manchin at the State of the Union. He tried to stand right after @realDonaldTrump talked about all time low unemployment numbers, but got a look from Chuck Schumer &amp; he sat down like a well trained dog!
You can do much better vote @MorriseyWV #wv #wvpol https://t.co/5fFbSWmFdL",2018-10-28 23:59:58
141,Joe Manchin,"What did Joe Manchin do when Obama &amp; Hillary were killing the coal industry in WV? 2 say he did nothing would be kind. Not only did he stand by &amp; do nothing, he stood with &amp; supported Obama &amp; Hillary while they tried their damndest 2 kill the coal industry.

#MorriseyForSenate https://t.co/PLAU4AkodG",2018-10-28 23:59:02
142,Joe Manchin,"What did Joe Manchin do when Obama &amp; Hillary were killing the coal industry in WV? 2 say he did nothing would be kind. Not only did he stand by &amp; do nothing, he stood with &amp; supported Obama &amp; Hillary while they tried their damndest 2 kill the coal industry.

#MorriseyForSenate https://t.co/PLAU4AkodG",2018-10-28 23:58:18
143,Joe Manchin,"""It’s not all talk. Joe is a man of action. He has proven that time and time again as he has voted to pass bills that support West Virginia veterans... I’m proudly supporting Joe because he does what he says.""-WWII Medal of Honor recipient @WoodyWilliams45 https://t.co/30fAPB2sux",2018-10-28 23:57:56
144,Joe Manchin,"FACT: Joe Manchin stood with Hillary Clinton even after she pledged to ""put a lot of coal miners &amp; coal companies out of business"" #WVsen https://t.co/F7lsWfUvjA",2018-10-28 23:57:22
145,Joe Manchin,"FACT: Joe Manchin stood with Hillary Clinton even after she pledged to ""put a lot of coal miners &amp; coal companies out of business"" #WVsen https://t.co/F7lsWfUvjA",2018-10-28 23:56:17
146,Joe Manchin,"What did Joe Manchin do when Obama &amp; Hillary were killing the coal industry in WV? 2 say he did nothing would be kind. Not only did he stand by &amp; do nothing, he stood with &amp; supported Obama &amp; Hillary while they tried their damndest 2 kill the coal industry.

#MorriseyForSenate https://t.co/PLAU4AkodG",2018-10-28 23:55:46
147,Joe Manchin,"What did Joe Manchin do when Obama &amp; Hillary were killing the coal industry in WV? 2 say he did nothing would be kind. Not only did he stand by &amp; do nothing, he stood with &amp; supported Obama &amp; Hillary while they tried their damndest 2 kill the coal industry.

#MorriseyForSenate https://t.co/PLAU4AkodG",2018-10-28 23:55:45
148,Joe Manchin,"""It’s not all talk. Joe is a man of action. He has proven that time and time again as he has voted to pass bills that support West Virginia veterans... I’m proudly supporting Joe because he does what he says.""-WWII Medal of Honor recipient @WoodyWilliams45 https://t.co/30fAPB2sux",2018-10-28 23:54:38
149,Joe Manchin,"What did Joe Manchin do when Obama &amp; Hillary were killing the coal industry in WV? 2 say he did nothing would be kind. Not only did he stand by &amp; do nothing, he stood with &amp; supported Obama &amp; Hillary while they tried their damndest 2 kill the coal industry.

#MorriseyForSenate https://t.co/PLAU4AkodG",2018-10-28 23:54:31
150,Patrick Morrisey,WV MetroNews – Patrick Morrisey wants all the facts before taking stance on Rockwool issue: https://t.co/9V9oymW2PA,2018-10-28 23:58:03
151,Patrick Morrisey,Knowing this why would the UMWA support or any member vote for Manchin? Vote Patrick Morrisey.🇺🇸🇺🇸 https://t.co/Wx856sO9x8,2018-10-28 23:42:41
152,Patrick Morrisey,Knowing this why would the UMWA support or any member vote for Manchin? Vote Patrick Morrisey.🇺🇸🇺🇸 https://t.co/Wx856sO9x8,2018-10-28 23:31:35
153,Patrick Morrisey,Knowing this why would the UMWA support or any member vote for Manchin? Vote Patrick Morrisey.🇺🇸🇺🇸 https://t.co/Wx856sO9x8,2018-10-28 23:30:02
154,Patrick Morrisey,Knowing this why would the UMWA support or any member vote for Manchin? Vote Patrick Morrisey.🇺🇸🇺🇸 https://t.co/Wx856sO9x8,2018-10-28 23:29:49
155,Patrick Morrisey,Knowing this why would the UMWA support or any member vote for Manchin? Vote Patrick Morrisey.🇺🇸🇺🇸 https://t.co/Wx856sO9x8,2018-10-28 23:23:36
156,Patrick Morrisey,"Saturday, 29 September 2018
20:47:51 #POTUS #Motorcade Departure - WesBanco Arena en route Wheeling Ohio County Airport
21:05:08 Arrival
21:15:14 #AirForceOne #AF1 Departure - en route JBA (KADW)

WEST VIRGINIA --&gt; VOTE REPUBLICAN --&gt; VOTE PATRICK MORRISEY https://t.co/ZlPYgFRnvN",2018-10-28 23:04:49
157,Patrick Morrisey,Knowing this why would the UMWA support or any member vote for Manchin? Vote Patrick Morrisey.🇺🇸🇺🇸 https://t.co/Wx856sO9x8,2018-10-28 22:55:24
158,Patrick Morrisey,Knowing this why would the UMWA support or any member vote for Manchin? Vote Patrick Morrisey.🇺🇸🇺🇸 https://t.co/Wx856sO9x8,2018-10-28 22:44:36
159,Patrick Morrisey,Knowing this why would the UMWA support or any member vote for Manchin? Vote Patrick Morrisey.🇺🇸🇺🇸 https://t.co/Wx856sO9x8,2018-10-28 22:39:15
